,premise,hypothesis,label,reviwers_output,confuse_sentence,low_quality
3487,Um gato está se movendo cautelosamente através da camada de geada,Há um cachorro observando o gato se movendo cautelosamente através da geada,2,Neutral,OK,N
3488,"Um homem e uma mulher, vestidos com roupas coloridas e capacetes de segurança, estão andando de bicicleta",Um homem e uma mulher estão correndo sem capacetes.,0,Contradiction,OK,N
3489,O gato preto tem olhos verdes.,O gato de cor escura possui olhos da cor verde.,1,Entailment,OK,N
3490,Um estudo afirma que indivíduos que demoram para acordar possuem maior inteligência,Indivíduos que demoram para acordar são mais inteligentes.,1,Entailment,OK,N
3491,O céu está nublado,O sol está brilhando fortemente no céu,0,Contradiction,OK,N
3492,A couve pode trazer muitos benefícios para a saúde,A couve é um vegetal verde escuro.,2,Neutral,OK,N
3493,Um pequeno garoto está brincando em um balanço pintado de azul e verde,O garoto está balançando alto no balanço,2,Neutral,OK,N
3494,O gato preto não está correndo no jardim,O gato preto está brincando com um novelo de lã dentro de casa.,2,Neutral,OK,N
3495,"Uma mesa de degustação está preparada com uma variedade de queijos, frutas secas e frescas, castanhas e vinhos","A mesa de degustação está vazia, sem queijos, frutas, castanhas e vinhos",0,Contradiction,OK,N
3496,O elefante não está comendo na savana,O elefante está bebendo água na savana,2,Neutral,OK,N
3497,Um homem está temperando o frango,A cozinha tem um cheiro agradável,2,Neutral,OK,N
3498,Duas atletas estão lutando usando kimonos fornecidos pela prefeitura,As atletas são campeãs de judô.,2,Neutral,OK,N
3499,"Eles pediram sanduíches grelhados recheados com queijo e presunto, cortados ao meio",Os sanduíches pedidos têm queijo e presunto como recheio.,1,Entailment,OK,N
3500,Os gatos estão dormindo no sofá.,Os gatos estão correndo ao redor da casa.,0,Contradiction,OK,N
3501,Um pé de cannabis está no início de sua fase de floração,A planta de cannabis está em uma estufa.,2,Neutral,OK,N
3502,Um atleta de vôlei está desamarrando seus tênis vermelhos,O atleta de vôlei está usando tênis vermelhos.,1,Entailment,OK,N
3503,Alguém está expressando orgulho e satisfação com um trabalho bem feito,A pessoa está usando um uniforme de trabalho.,2,Neutral,OK,N
3504,Uma fagulha é produzida durante a remoção de um cabo energizado,Não há fagulha durante a remoção do cabo energizado.,0,Contradiction,OK,N
3505,"Quatro amigos estão em um carro, sorrindo muito, com algo escrito no centro",Quatro amigos estão em um carro ouvindo música,2,Neutral,OK,N
3506,O governador participa de uma reunião,O governador está em uma reunião,1,Entailment,OK,N
3507,Um garoto trajando trajes escuros se encontra imóvel com suas mãos erguidas para o céu,O garoto de trajes escuros está pensando em algo.,2,Neutral,OK,N
3508,"Uma afegã de 33 anos , vestida de preto e com os olhos fechados, está de frente para a câmera",A afegã está vestida de branco e com os olhos abertos.,0,Contradiction,OK,N
3509,Vários cabos estão conectados a servidores estão espalhados pelos corredores,Nenhum cabo está conectado aos servidores,0,Contradiction,OK,N
3510,O cachorro está brincando com uma bola já usada,O cachorro está correndo pelo parque com uma bola,2,Neutral,OK,N
3511,O urso está no zoológico.,O urso está em um local com outros animais.,1,Entailment,OK,N
3512,Um atleta correndo em direção a um árbitro que segura uma bola de basquete,Existe um árbitro segurando uma bola de basquete.,1,Entailment,OK,N
3513,A jovem está diante de um cartaz que promove educação sexual,A jovem está em frente a um cartaz que promove esportes.,0,Contradiction,OK,N
3514,Soldados estão alinhados se preparando para as atividades seguintes,Soldados estão fazendo uma marcha militar,2,Neutral,OK,N
3515,"A psicológa está falando que ter amor próprio não é ser egoísta, é importante",A psicóloga diz que o amor próprio é uma forma de egoísmo.,0,Contradiction,OK,N
3516,Uma mulher está preparando macarrão.,O prato favorito da mulher é lasanha.,2,Neutral,OK,N
3517,"Uma pequena garota está vestindo um biquíni rosa com estampas, uma touca de natação verde e roxa, e tem óculos de natação vermelhos pendurados no pescoço",A garota tem um sorvete na mão,2,Neutral,OK,N
3518,Algumas meninas estão posando com sorrisos no rosto,As meninas estão vestindo roupas azuis enquanto posam,2,Neutral,OK,N
3519,"Um grupo de adolescentes está reunido para um selfie, todos com refrigerantes nas mãos",Os adolescentes estão segurando refrigerantes,1,Entailment,OK,N
3520,A loja oferece moda feminina estilosa,A loja também vende acessórios femininos,2,Neutral,OK,N
3521,Uma mulher está varrendo o chão,O chão está sendo limpo por uma mulher,1,Entailment,OK,N
3522,Dois profissionais estão conduzindo uma entrevista com uma pessoa,Não tem ninguém sendo entrevistado,0,Contradiction,OK,N
3523,Uma modelo feminina está vestindo um brinco de argola adornado com várias pedras coloridas,A modelo feminina está usando um batom vermelho.,2,Neutral,OK,N
3524,Uma igreja com duas torres laterais está iluminada no início da noite,O edifício religioso com duas torres está iluminado ao entardecer,1,Entailment,OK,N
3525,Dezenas de ovos cozidos e recheados com tomates japoneses e folha de manjericão estão dispostos em uma travessa,Uma travessa contém dezenas de ovos cozidos e recheados com tomates japoneses e folha de manjericão.,1,Entailment,OK,N
3526,A descrição alternativa foi selecionada para a semana,A semana conta com uma descrição alternativa escolhida.,1,Entailment,OK,N
3527,O garoto está sentado ao lado de um idoso que está murmurando,O garoto está desenhando enquanto está sentado ao lado do idoso.,2,Neutral,OK,N
3528,Um jovem está na varanda de um apartamento num centro europeu.,O jovem está na varanda de um apartamento em uma cidade asiática.,0,Contradiction,OK,N
3529,Os shows duraram em média 45 minutos cada,Cada apresentação teve uma duração média de 45 minutos,1,Entailment,OK,N
3530,Uma moça está comemorando sua aprovação na universidade federal,A moça está triste porque não passou no vestibular.,0,Contradiction,OK,N
3531,Várias pessoas estão reunidas e sentadas em um local amplo,Um grupo de pessoas está sentado em um grande espaço,1,Entailment,OK,N
3532,Uma pessoa está realizando cálculos,A pessoa é professora de matemática.,2,Neutral,OK,N
3533,Um papagaio está dançando,O papagaio é uma ave tropical.,2,Neutral,OK,N
3534,Há um menino se divertindo com areia perto do oceano,O menino está jogando bola longe da praia,0,Contradiction,OK,N
3535,Um homem bem vestido está observando os edifícios altos em uma área urbana movimentada,Um homem bem vestido está olhando para uma floresta deserta,0,Contradiction,OK,N
3536,Os jogadores estão em campo treinando para o próximo jogo,Os jogadores estão descansando em casa,0,Contradiction,OK,N
3537,"Dois tênis,  um preto e outro lilás, estão à venda",Nenhum tênis está à venda,0,Contradiction,OK,N
3538,A mulher rodeada de mulheres com microfones está usando um vestido vermelho e salto alto,A mulher está usando tênis,0,Contradiction,OK,N
3539,Uma toalha rosa dobrada está sobre um mármore no banheiro,Existe uma toalha rosa no banheiro,1,Entailment,OK,N
3540,"Uma pessoa segura várias beterrabas amarelas pelas folhas durante o dia, em um ambiente ao ar livre",A pessoa segura as beterrabas perto de um canteiro de beterrabas vermelhas.,2,Neutral,OK,N
3541,O ex-presidente e os apresentadores estão participando de uma entrevista,O ex-presidente e os apresentadores estão evitando qualquer entrevista.,0,Contradiction,OK,N
3542,Um bando de jovens está observando um mural vibrante,Não tem ninguém olhando o mural,0,Contradiction,OK,N
3543,Não há nenhum bebê chorando,O ambiente está tranquilo sem o choro de nenhum bebê.,1,Entailment,OK,N
3544,A mãe está cuidando do seu bebê,O bebê está sendo cuidado pela sua mãe,1,Entailment,OK,N
3545,O cavalo e o dono estão dentro do banco,O cavalo e o dono estão em um pasto aberto.,0,Contradiction,OK,N
3546,Uma mulher está se exibindo com o piano,A mulher não está perto de um piano.,0,Contradiction,OK,N
3547,A colcha possui uma textura aveludada na cor rose,A colcha é áspera e azul.,0,Contradiction,OK,N
3548,A mulher está vestindo uma roupa de mergulho vermelha,A roupa de mergulho vermelha está sendo usada por uma mulher,1,Entailment,OK,N
3549,Uma mulher está executando uma manobra em uma prancha de skate no parque,Uma mulher está praticando skate no parque,1,Entailment,OK,N
3550,Cinco pessoas estão sentadas em uma bancada de madeira durante um debate,Cinco indivíduos estão ocupando posições em um banco de madeira em um debate,1,Entailment,OK,N
3551,"Dois gatos cinzentos estão competindo por um novelo de lã azul, divertindo-se no tapete da sala",Os gatos são criaturas brincalhonas e adoram novelos de lã.,2,Neutral,OK,N
3552,Um indivíduo está deslizando de skate por uma rampa no parque,Um indivíduo está deslizando de skate por uma rampa em um dia ensolarado no parque.,2,Neutral,OK,N
3553,"Um profissional paramentado realiza uma simulação de atendimento a uma parada cardiorrespiratória, executando compressões torácicas de alta qualidade",O profissional paramentado está aplicando compressões abdominais na simulação de atendimento a uma parada cardiorrespiratória,0,Contradiction,OK,N
3554,Muitos consumidores desembalam mais do que descascam sua alimentação,A maioria das pessoas descasca mais seus alimentos do que remove suas embalagens.,0,Contradiction,OK,N
3555,Os gatinhos listrados são irmãos.,Os gatinhos listrados não têm parentesco.,0,Contradiction,OK,N
3556,Um coração é formado usando as cores verde e vermelho,O coração é colorido,1,Entailment,OK,N
3557,Um indivíduo em um casaco vermelho está escalando uma torre de tijolos imensa,O indivíduo no casaco vermelho está amarrando seus sapatos,2,Neutral,OK,N
3558,A cozinheira faz um grande prato de moqueca que é servido a todos da casa,A cozinheira costuma ouvir música enquanto cozinha.,2,Neutral,OK,N
3559,Um homem está apoiado em um carro de Fórmula 1,O homem usava um macacão laranja e óculos de proteção.,2,Neutral,OK,N
3560,A ministrante está sinalizando em Libras o alfabeto manual para os servidores que estão sentados em volta de uma mesa redonda,A ministrante está usando um vestido vermelho.,2,Neutral,OK,N
3561,Uma criança está segurando uma cesta de ovos,A cesta que a criança está segurando está vazia.,0,Contradiction,OK,N
3562,Um garoto está brincando com seu cachorro no quintal,Há um menino se divertindo com seu cachorro ao ar livre,1,Entailment,OK,N
3563,Um morcego de grandes orelhas e pelugens acinzentadas está pendurado no teto com as asas abertas,O morcego está pendurado no teto com as asas fechadas.,0,Contradiction,OK,N
3564,Os nadadores participam de treinos diários,Os nadadores competem em competições internacionais,2,Neutral,OK,N
3565,Algumas pessoas estão sentadas em um puff lendo em uma livraria,Algumas pessoas estão estudando para uma prova final.,2,Neutral,OK,N
3566,A capa do álbum apresenta ilustrações dos pontos turísticos,A capa do álbum não contém ilustrações de pontos turísticos,0,Contradiction,OK,N
3567,Um garoto está soltando pipa em uma praia,Há um cachorro correndo na praia,2,Neutral,OK,N
3568,As mulheres estão conversando,As mulheres estão discutindo sobre política,2,Neutral,OK,N
3569,O tenista não está acertando a bola na linha de fundo da quadra,O tenista está errando os golpes na área de fundo da quadra,1,Entailment,OK,N
3570,Um casal está dançando tango na praça,Um par de pessoas está dançando na praça,1,Entailment,OK,N
3571,Uma necessaire estampada com desenhos de raposinhas laranjas é feita de tecido rosa,A necessaire estampada com raposinhas laranjas é feita de tecido azul.,0,Contradiction,OK,N
3572,Um médico está verificando a pressão arterial de um paciente,O paciente tem histórico de problemas cardíacos,2,Neutral,OK,N
3573,A sala principal do pronto socorro está vazia hoje,A sala principal do pronto socorro está cheia hoje,0,Contradiction,OK,N
3574,As atividades administrativas e de ensino serão retomadas na próxima segunda-feira,A próxima segunda-feira marcará a retomada das atividades de ensino e administrativas,1,Entailment,OK,N
3575,Uma pequena gatinha preta está pulando pelo jardim,A gatinha preta gosta de caçar passarinhos.,2,Neutral,OK,N
3576,Uma criança sorridente está se divertindo na roda-gigante,Uma criança está brincando de pega-pega,2,Neutral,OK,N
3577,Marinheiros estão movendo uma embarcação da garagem para a água,Uma embarcação está sendo movida pelos marinheiros para a água.,1,Entailment,OK,N
3578,"Indivíduos estão em um parque repleto de árvores junto ao lago, aproveitando um dia ensolarado",O parque está vazio e sem ninguém por perto.,0,Contradiction,OK,N
